Wavelength,RI_Water,RI_Water_etching,RI_B,RI_B_etching,RI_C,RI_C_etching,RI_D,RI_D_etching,RI_E,RI_E_etching,RI_F,RI_F_etching
1.04024024,0.7729419890852777,0.12400749497058779,0.7512465839312306,0.3890349274952816,0.7202681719030509,0.6736614038297775,0.6748742513170759,1.0607710322370472,0.6493548366007466,0.4076623305844021,0.6324809803889984,-0.995161642727431
1.040840841,0.7842467706185823,0.05137526875249255,0.7644054771151235,0.3815653103786053,0.7352106476703161,0.6294655959116923,0.6895504803139326,1.0653032486548586,0.660989964610023,0.5035002405441654,0.6362794462109049,-0.9283946060852099
1.041441441,0.7944229427018444,-0.03443626363891086,0.7762258799924296,0.3716667407368114,0.7492081298151317,0.5856675143298354,0.7045272673863492,1.06503696474429,0.6741658932242773,0.5935812180877292,0.6432567653599709,-0.8592709977819256
1.042042042,0.803368928022941,-0.1343457278765911,0.7870068304479763,0.35677764078445595,0.7624519028212178,0.5439302113583067,0.7198118448688035,1.060373207968374,0.6886586755141734,0.6763908735691367,0.6525443851533057,-0.7864259801106895
1.042642643,0.8110210195128074,-0.24883767246999774,0.7965791336366487,0.33467093073206294,0.7745196510873905,0.5074479673175528,0.7345562904483851,1.0503661714770927,0.7036790127816733,0.7505275041655372,0.6640602019207936,-0.7078909836000273
1.043243243,0.8176159848405927,-0.37695761100854663,0.8049845196698653,0.30223146083894514,0.7853677338944304,0.4770228213678665,0.7488401550390559,1.0351222065511099,0.7188622996161678,0.8150347403737604,0.677315384767867,-0.6231591472700408
1.043843844,0.8231394239206307,-0.5202757230213921,0.8120335132944563,0.26155561144406614,0.7950333414206623,0.45326536547771856,0.7620755984481052,1.0143873383247586,0.7338878290877782,0.8703236718053912,0.6916041447004079,-0.5321840582937228
1.044444444,0.8275659063946198,-0.6787009256009311,0.8181945775281174,0.2122453398828289,0.8034674404140999,0.4363452349512194,0.7742355742440596,0.9882378926243318,0.7482909191548106,0.9177778109068299,0.7067300686838845,-0.4371158461087
1.045045045,0.8313314606662484,-0.8546437294640675,0.823191384152798,0.15253368756534574,0.8106322282058956,0.4240194160043387,0.7852703098419911,0.958570217963425,0.7618794967179827,0.958651757301038,0.7219259102116695,-0.33965960426115216
1.045645646,0.8342177650239754,-1.0558425952794075,0.8272122363555179,0.08313583057255153,0.8168586785159696,0.4138957857022354,0.7952063968182702,0.9268355879304154,0.774378326201308,0.9920715446482888,0.7370295395811262,-0.24057640403497899
1.046246246,0.8351211258560763,-1.319963401737552,0.8288752489040608,-0.007999140273959565,0.8200162849189684,0.3952243852479324,0.801393127787482,0.8873956142344506,0.7833351056243656,1.0176630212162108,0.7482561136588065,-0.16031796592996247
1.046846847,0.8367322895415973,-1.5947543866909761,0.8316716384897361,-0.1046948718989569,0.824424403373534,0.38718013452080946,0.8089225502838595,0.8507163175726729,0.7934711841514677,1.0358413165240903,0.7622128027803415,-0.05844761070505627
1.047447447,0.8381542006615555,-1.9127239387580937,0.8337805537067924,-0.21525135278407842,0.8278408982864514,0.3778208289579781,0.8151380879230639,0.8117979956776247,0.8024363113688696,1.0463526264867025,0.7752597688004738,0.04512056475273711
1.048048048,0.839600424006813,-2.250073858635469,0.8367426333303724,-0.33685841557810786,0.8323822408165739,0.3749572401289632,0.8227588542090049,0.7764906627752968,0.8127806071708507,1.0501409227256484,0.7903350437025375,0.15961978905900656
1.048648649,0.8393669216436385,-2.6607559158527034,0.8374855851888632,-0.47876213261520845,0.834358737731074,0.36121817216906044,0.8269824771324896,0.7318421058106314,0.8193435513204343,1.0468815897268935,0.8004254673167415,0.2633369590630154
1.049249249,0.8384599340467965,-3.129626544349985,0.837686469229871,-0.6357306018033564,0.83582763250913,0.3422366134756041,0.8302375180118087,0.6852659999558925,0.8245332395411309,1.0385814013244885,0.8093785663448728,0.3658036250284058
1.04984985,0.8367452770864799,-3.6371845094074544,0.8372560237032372,-0.8099992574244275,0.8367032635804553,0.315512861812434,0.8329663026052495,0.6381184558268714,0.8288195262371023,1.0258329855923296,0.8168504558585109,0.4645293747217247
1.05045045,0.8333495996400603,-4.137328329232738,0.8358843588755298,-1.0388869106903247,0.8371408023411921,0.27189973922812566,0.8352211675339385,0.5837405524198578,0.8328586103680866,1.005652374000489,0.8241895095582652,0.5727124773657983
1.051051051,0.829312405483094,-4.213810007379968,0.8336784774283061,-1.2646155563867005,0.8367467088567185,0.22195360169539027,0.8366870302565923,0.5396743173474402,0.8355296284671265,0.984512793971934,0.8294303234246837,0.6578965819155888
1.051651652,0.8236749041972392,-3.8786615288401376,0.8304144462256414,-1.5240481046462355,0.8357197818537837,0.16211864107340118,0.8375726088536412,0.4994116964115858,0.8375123832043179,0.9599201911932138,0.8335618136565759,0.7368216301377114
1.052252252,0.8163056690667071,-3.382682765055292,0.8258254975318001,-1.8262083955374306,0.8338860932603877,0.09221709017697119,0.8379273532534194,0.46255682391018305,0.8389910104066469,0.930978456184178,0.8368348324172841,0.8102443335091044
1.052852853,0.8069538689788773,-2.8980668156075278,0.8196613562781413,-2.178713120302327,0.8310462350909924,0.012063513557809064,0.837748020442038,0.4287465476212241,0.840068192112829,0.8975960958541571,0.8395386849630649,0.8777151530216155
1.053453453,0.7953414587524457,-2.477678358726807,0.8119222476725424,-2.580030662885174,0.8267176222152814,-0.08014154167041007,0.8368396025542059,0.3984357091631003,0.8403821268901233,0.8608485838691219,0.8414571575193622,0.9386821395894954
