Wavelength,RI_Water,RI_Water_etching,RI_B,RI_B_etching,RI_C,RI_C_etching,RI_D,RI_D_etching,RI_E,RI_E_etching,RI_F,RI_F_etching
1.370570571,-8.584462755,-1.420053772,-8.665885074,-0.030991099,-8.902475155,-2.844725592,-9.792535309,-8.858399501,-11.03812469,-2.527081664,-13.67657232,-0.192890908
1.371171171,-8.561176817,-1.57010799,-8.627890653,-0.027822639,-8.817696501,-2.687662322,-9.581163076,-9.062953106,-10.70537826,-2.608913046,-13.19271859,-0.134769018
1.371771772,-8.542742593,-1.721442715,-8.59790076,-0.040578177,-8.74965683,-2.530486268,-9.395201847,-9.166782232,-10.39940926,-2.702509673,-12.72943793,-0.091175322
1.372372372,-8.525587581,-1.873929557,-8.572906147,-0.067512315,-8.693363319,-2.366934696,-9.231708531,-9.160548074,-10.12173254,-2.810235267,-12.28623,-0.061997932
1.372972973,-8.509714908,-2.018316353,-8.551584258,-0.111997518,-8.647380957,-2.196431538,-9.089839749,-9.050297409,-9.871374395,-2.932934797,-11.86686887,-0.047199963
1.373573574,-8.495587901,-2.152379826,-8.533437435,-0.175790382,-8.611238843,-2.020222079,-8.970140813,-8.852644107,-9.647537129,-3.074004928,-11.47269827,-0.047513893
1.374174174,-8.483770758,-2.279618259,-8.517816777,-0.253869475,-8.582278747,-1.841398411,-8.868874616,-8.586833535,-9.448478616,-3.231524128,-11.10508225,-0.063654991
1.374774775,-8.473574437,-2.399225827,-8.503593471,-0.344247121,-8.559141834,-1.663870651,-8.784605712,-8.26968009,-9.27414128,-3.407104192,-10.76399413,-0.095990069
1.375375375,-8.467268866,-2.513350785,-8.490175417,-0.446149615,-8.540111152,-1.488244626,-8.715930543,-7.91578322,-9.121074794,-3.6014049,-10.44941473,-0.144412387
1.375975976,-8.464633766,-2.627380718,-8.478158213,-0.555900519,-8.523323781,-1.316552205,-8.66103609,-7.536951806,-8.992032818,-3.817292608,-10.16204097,-0.207804316
1.376576577,-8.50344225,-2.80357796,-8.501986137,-0.694120392,-8.539080187,-1.165251264,-8.63280713,-7.333058657,-8.880118482,-4.092583068,-9.880808174,-0.2683334
1.377177177,-8.481018903,-2.861097692,-8.46194517,-0.8065024,-8.494729862,-0.98511469,-8.579826367,-6.773878999,-8.781002184,-4.295815053,-9.649440235,-0.347431605
1.377777778,-8.502864033,-2.967449831,-8.460682773,-0.942474256,-8.483837052,-0.832168936,-8.553610876,-6.398617793,-8.707149304,-4.588776942,-9.442614241,-0.442890345
1.378378378,-8.533979226,-3.073468409,-8.465233747,-1.084850321,-8.473172157,-0.686455872,-8.53421727,-6.047188699,-8.649278973,-4.910410574,-9.261003822,-0.546056248
1.378978979,-8.577950526,-3.183177884,-8.47613048,-1.234195247,-8.46419362,-0.548428722,-8.51892222,-5.721969048,-8.602176024,-5.256285265,-9.10264493,-0.654618537
1.37957958,-8.635735473,-3.306438789,-8.496027272,-1.385528638,-8.459640372,-0.422533304,-8.505039433,-5.425979311,-8.567004946,-5.622162995,-8.966512449,-0.767222997
1.38018018,-8.709117199,-3.447295523,-8.527332436,-1.535596333,-8.457216358,-0.313592844,-8.494834391,-5.156285625,-8.540752398,-6.002878326,-8.850605374,-0.883099534
1.380780781,-8.798889794,-3.603052306,-8.570371572,-1.681954361,-8.460981781,-0.223700761,-8.485281412,-4.907373033,-8.520942779,-6.3947578,-8.755185311,-1.001561163
1.381381381,-8.908410009,-3.776467404,-8.627158292,-1.829165518,-8.47060497,-0.151654481,-8.47590121,-4.679232639,-8.50600923,-6.793169926,-8.676508742,-1.1236266
1.381981982,-9.036130239,-3.966978424,-8.700060736,-1.973375218,-8.488935818,-0.094735365,-8.468407813,-4.46985401,-8.495228517,-7.195561173,-8.614663054,-1.247343317
1.382582583,-9.184523983,-4.174406603,-8.789325628,-2.115382501,-8.517999767,-0.051556148,-8.46230191,-4.280732088,-8.486085668,-7.594165647,-8.566614427,-1.372865187
1.383183183,-9.353618531,-4.40099782,-8.896953038,-2.25646265,-8.559621064,-0.023263873,-8.457823056,-4.111292802,-8.478936146,-7.979106048,-8.529844182,-1.498219175
1.383783784,-9.543564379,-4.655117302,-9.023501194,-2.391628745,-8.613600223,-0.012420582,-8.456741932,-3.961381467,-8.473504717,-8.333163771,-8.503473049,-1.620299055
1.384384384,-9.757003581,-4.935944609,-9.170390148,-2.514279523,-8.68325744,-0.020512872,-8.460384411,-3.826235963,-8.467402966,-8.636941292,-8.484914219,-1.739226175
1.384984985,-9.991547616,-5.241988425,-9.33903758,-2.628854807,-8.769815292,-0.046665971,-8.469437067,-3.702314831,-8.463150616,-8.86544475,-8.473122146,-1.85199743
1.385585586,-10.2903547,-5.604750173,-9.556875609,-2.746160679,-8.890577491,-0.091261504,-8.490030046,-3.585739015,-8.460179193,-8.997070554,-8.464734883,-1.937170174
1.386186186,-10.57439069,-5.944721886,-9.772317213,-2.850319722,-9.015158312,-0.150779654,-8.517900169,-3.466947286,-8.4596848,-9.05430974,-8.461423157,-2.041822323
1.386786787,-10.88106096,-6.291886002,-10.01070632,-2.954584824,-9.160843934,-0.222722792,-8.556968862,-3.345293165,-8.462147449,-9.019980972,-8.46058002,-2.141748871
1.387387387,-11.20916134,-6.643823381,-10.27120915,-3.066029042,-9.327648227,-0.305618911,-8.609594722,-3.221652744,-8.470116198,-8.902754421,-8.460007328,-2.238651615
1.387987988,-11.56030199,-6.991519683,-10.55399891,-3.18177061,-9.516568613,-0.39955449,-8.676054407,-3.098044208,-8.484230379,-8.71280956,-8.460165936,-2.334161294
1.388588589,-11.93154055,-7.329904892,-10.85954004,-3.299316065,-9.726651147,-0.504949485,-8.759114683,-2.973565912,-8.506729367,-8.459622939,-8.461313784,-2.429621314
1.389189189,-12.32493988,-7.653615269,-11.1880822,-3.424387699,-9.960933311,-0.62155698,-8.859124919,-2.847540154,-8.539245102,-8.15386559,-8.462028779,-2.525324793
1.38978979,-12.7366954,-7.936278945,-11.53633251,-3.559498214,-10.21652272,-0.748839203,-8.978930034,-2.718017271,-8.584036378,-7.806366272,-8.464916395,-2.621634975
1.39039039,-13.16785491,-8.15711684,-11.90925207,-3.704210181,-10.49566505,-0.885182572,-9.11743747,-2.582421942,-8.641126996,-7.432265724,-8.470327708,-2.718067664
1.390990991,-13.616985,-8.299859589,-12.30102847,-3.870131601,-10.79740485,-1.027353216,-9.277698888,-2.44054626,-8.713340435,-7.047414537,-8.478943469,-2.814249168
1.391591592,-14.08421653,-8.353056236,-12.71196881,-4.06095848,-11.12088467,-1.173103757,-9.459294218,-2.290945485,-8.802082772,-6.663114696,-8.492234137,-2.910405069
1.392192192,-14.56587305,-8.317532241,-13.14225734,-4.275023158,-11.46624908,-1.320305085,-9.6621781,-2.137113375,-8.908042796,-6.293014262,-8.512406335,-3.007263483
1.392792793,-15.05911935,-8.201677128,-13.59203747,-4.508549604,-11.8337926,-1.468121077,-9.887990929,-1.981065865,-9.034185278,-5.944121711,-8.54144515,-3.107723302
1.393393393,-15.56516303,-8.008423904,-14.0571943,-4.763812849,-12.22268635,-1.616943126,-10.13640664,-1.824784765,-9.179215915,-5.616580715,-8.579292166,-3.215668059
1.393993994,-16.39819383,-7.940952169,-14.78005912,-5.158558346,-12.79373989,-1.804419476,-10.49955715,-1.708068174,-9.404949882,-5.44516961,-8.670128956,-3.366718499
1.394594595,-16.66176887,-7.39087021,-15.10551487,-5.348710701,-13.11860417,-1.921594806,-10.74031718,-1.524464622,-9.554812884,-5.055349709,-8.699492207,-3.436542358
1.395195195,-17.15715406,-7.021622713,-15.60971695,-5.660276622,-13.56871761,-2.07248623,-11.06009196,-1.373363854,-9.768030261,-4.786964653,-8.779403941,-3.578686176
1.395795796,-17.62720031,-6.631433357,-16.11750224,-5.995753789,-14.03203125,-2.220452321,-11.40173235,-1.222100022,-10.00338361,-4.539260574,-8.876594329,-3.738059401
1.396396396,-18.05439703,-6.237746062,-16.6276567,-6.341187874,-14.51234631,-2.361103673,-11.76733704,-1.071340404,-10.26168694,-4.313734,-8.99035261,-3.918080344
1.396996997,-18.41030195,-5.855592805,-17.1250314,-6.690530059,-15.00490835,-2.493184168,-12.15264414,-0.923782163,-10.54421499,-4.110718828,-9.124476504,-4.115544181
1.397597598,-18.67172351,-5.485105081,-17.59251247,-7.036385592,-15.50734832,-2.616363749,-12.5576372,-0.782266044,-10.84860846,-3.930734426,-9.278548658,-4.334736606
1.398198198,-18.81135048,-5.132969379,-18.02058232,-7.356590068,-16.01350215,-2.733867372,-12.98361376,-0.651097337,-11.17491739,-3.772847212,-9.453777225,-4.572219283
1.398798799,-18.80878661,-4.797135116,-18.38231187,-7.641398611,-16.52141071,-2.84782853,-13.42683581,-0.530717963,-11.52523509,-3.633250282,-9.651178446,-4.830696117
1.399399399,-18.66178625,-4.477298239,-18.64913347,-7.888922042,-17.0153243,-2.960680236,-13.88640064,-0.422077224,-11.89885001,-3.507275669,-9.871816941,-5.110589668
1.4,-18.37411111,-4.182700109,-18.79755912,-8.084723522,-17.49038748,-3.073547116,-14.36393871,-0.324716473,-12.29061287,-3.389792395,-10.11505189,-5.410746488
1.400600601,-17.96893999,-3.915994137,-18.80649176,-8.213662352,-17.92277219,-3.184301482,-14.85245381,-0.238884177,-12.70479874,-3.277893301,-10.38159883,-5.73488974
1.401201201,-17.47057017,-3.676126404,-18.67301074,-8.269512893,-18.29623431,-3.295219179,-15.34827728,-0.163945502,-13.13694341,-3.168301665,-10.67064646,-6.081540231
1.401801802,-16.91385843,-3.465235376,-18.39677117,-8.237230192,-18.58000454,-3.405967892,-15.85311467,-0.100836937,-13.58893024,-3.059630711,-10.98477269,-6.449310667
1.402402402,-16.32309126,-3.278455208,-18.002358,-8.105603487,-18.75250572,-3.520681164,-16.35892244,-0.051762855,-14.05533529,-2.953520066,-11.3218136,-6.833259112
1.403003003,-15.62766873,-3.092125877,-17.43897214,-7.877528235,-18.79006893,-3.652987994,-16.91258221,-0.02085781,-14.59188845,-2.860428465,-11.71361689,-7.114604003
1.403603604,-15.02870533,-2.937266971,-16.88070889,-7.60340822,-18.66501752,-3.796811757,-17.38561988,-0.006059581,-15.08566541,-2.75672013,-12.09757245,-7.499547136
1.404204204,-14.44378606,-2.796852149,-16.29108879,-7.284402963,-18.40367915,-3.958613122,-17.81864137,-0.009411281,-15.58547203,-2.651070428,-12.50454005,-7.870373098
1.404804805,-13.88367521,-2.668624318,-15.68790174,-6.935511586,-18.02431915,-4.13940334,-18.19277981,-0.029899199,-16.08903255,-2.540345574,-12.9301279,-8.207938694
1.405405405,-13.34875563,-2.552082333,-15.08915032,-6.57170535,-17.54819808,-4.337374675,-18.487225,-0.066205749,-16.58597626,-2.422157484,-13.37740379,-8.495426716
1.406006006,-12.84454484,-2.450635662,-14.50357318,-6.195610267,-17.01075055,-4.551048426,-18.6780447,-0.117011465,-17.06567386,-2.296158837,-13.83928531,-8.715543014
1.406606607,-12.37244098,-2.353606766,-13.94135959,-5.810374479,-16.43073473,-4.782268593,-18.74015787,-0.180932833,-17.52176104,-2.162358329,-14.31698606,-8.856395563
1.407207207,-11.93038804,-2.259639919,-13.40531507,-5.435814993,-15.83335913,-5.03293346,-18.66704959,-0.257152712,-17.92981012,-2.023632115,-14.80867501,-8.911827833
1.407807808,-11.52048102,-2.165068973,-12.89767327,-5.080005412,-15.23701345,-5.305982101,-18.45770127,-0.346742639,-18.26893698,-1.881240803,-15.30770901,-8.881806246
1.408408408,-11.14052349,-2.068409112,-12.42061151,-4.741949281,-14.65191944,-5.602778741,-18.12465104,-0.450407876,-18.52259962,-1.738849792,-15.81048588,-8.77085621
1.409009009,-10.79043693,-1.968325283,-11.97567374,-4.431540382,-14.08423761,-5.920598037,-17.69153321,-0.567531878,-18.66269221,-1.598626544,-16.30910939,-8.586797649
1.40960961,-10.46832213,-1.870825867,-11.56200082,-4.148709869,-13.54299459,-6.249059721,-17.18348351,-0.696112032,-18.67764316,-1.460355061,-16.79583857,-8.339865372
1.41021021,-10.17297762,-1.773595541,-11.1777334,-3.88607399,-13.02849104,-6.577735982,-16.62892049,-0.834189482,-18.55896663,-1.323539372,-17.25936144,-8.041544745
1.410810811,-9.903884315,-1.673435632,-10.82306966,-3.642111136,-12.54549499,-6.897396613,-16.04640941,-0.977661459,-18.30898146,-1.186449503,-17.68337813,-7.705993937
1.411411411,-9.68024279,-1.593843942,-10.51845614,-3.463079565,-12.12610594,-7.416072013,-15.60271552,-1.138609154,-18.30328575,-1.086861052,-18.48879825,-7.636959137
1.412012012,-9.406257747,-1.453712622,-10.15813074,-3.206330663,-11.61282434,-7.493371194,-14.80422723,-1.266329788,-17.44836381,-0.932271999,-18.35910583,-7.075540184
1.412612613,-9.210059479,-1.33826574,-9.888085378,-3.028710586,-11.22520792,-7.738439334,-14.23886088,-1.417031434,-16.92843718,-0.802284238,-18.53940355,-6.702653048
1.413213213,-9.03452063,-1.220637194,-9.643321156,-2.874348837,-10.86651788,-7.93618125,-13.6940455,-1.570966008,-16.37039761,-0.679576532,-18.60537146,-6.334294013
1.413813814,-8.877788407,-1.104905329,-9.42261732,-2.742498597,-10.53655013,-8.071836573,-13.17606255,-1.727783724,-15.79473432,-0.566094283,-18.54513227,-5.977252361
1.414414414,-8.740644944,-0.988893017,-9.222628494,-2.621411167,-10.23259632,-8.133489159,-12.68635444,-1.887332232,-15.21501878,-0.46236394,-18.36125586,-5.636432731
1.415015015,-8.62081428,-0.878467143,-9.043678491,-2.509510291,-9.955211856,-8.11273508,-12.22469181,-2.045107719,-14.6435557,-0.369446857,-18.06190592,-5.314655692
1.415615616,-8.518304955,-0.771269453,-8.88452733,-2.406103864,-9.702272202,-8.006697184,-11.79401485,-2.201118282,-14.08774775,-0.28631287,-17.668039,-5.013973145
1.416216216,-8.432306468,-0.663833373,-8.74403326,-2.305755743,-9.473796477,-7.824747433,-11.39271089,-2.350111017,-13.55583153,-0.213017832,-17.20109607,-4.73332987
1.416816817,-8.362907886,-0.558730487,-8.621974085,-2.207973757,-9.266458235,-7.586458544,-11.01992046,-2.491996106,-13.04717693,-0.149285983,-16.68289947,-4.469145081
1.417417417,-8.309368366,-0.458933928,-8.516500802,-2.119320295,-9.080887102,-7.307382025,-10.67634533,-2.626836667,-12.56808874,-0.096139717,-16.13285772,-4.224241975
1.418018018,-8.270733555,-0.365797954,-8.428220709,-2.035806408,-8.91524125,-6.990144025,-10.36016777,-2.755721592,-12.11635368,-0.054935766,-15.57177392,-3.995341703
1.418618619,-8.248206409,-0.283625199,-8.356092375,-1.950465635,-8.769711064,-6.644452525,-10.06947434,-2.884064189,-11.6928431,-0.028080968,-15.00753832,-3.782875666
1.419219219,-8.242186705,-0.21587599,-8.300155582,-1.862595639,-8.640803471,-6.280973309,-9.804919394,-3.010680003,-11.29923449,-0.017538281,-14.45314367,-3.586745935
1.41981982,-8.251651038,-0.160752789,-8.259550838,-1.772934355,-8.530667131,-5.908748169,-9.563719235,-3.134736437,-10.93335555,-0.024353684,-13.91457176,-3.407916565
1.42042042,-8.283575265,-0.113854263,-8.232120711,-1.668527896,-8.425546232,-5.525418359,-9.319767435,-3.248751909,-10.56051716,-0.043364203,-13.3562985,-3.289430448
1.421021021,-8.32893055,-0.085265582,-8.225181035,-1.564490542,-8.349596802,-5.167846127,-9.125736472,-3.363791281,-10.25200469,-0.08073917,-12.86366486,-3.139514334
1.421621622,-8.391018531,-0.069807484,-8.234649574,-1.462374014,-8.290144751,-4.831043817,-8.952628752,-3.474151052,-9.969878614,-0.132352781,-12.39852688,-3.005750986
1.422222222,-8.470949738,-0.0685996,-8.259044057,-1.361453177,-8.247015127,-4.516085482,-8.798945902,-3.583009381,-9.711604244,-0.197038498,-11.9605226,-2.887492801
1.422822823,-8.569579275,-0.086739724,-8.301281522,-1.257289579,-8.21899694,-4.221241966,-8.663791202,-3.693150849,-9.47725758,-0.273849896,-11.54954899,-2.782211959
1.423423423,-8.685504032,-0.124749951,-8.360012912,-1.152738719,-8.206554713,-3.944691093,-8.546947284,-3.808746161,-9.265956382,-0.363539848,-11.16637041,-2.689380876
1.424024024,-8.820178058,-0.17955618,-8.43629013,-1.045831788,-8.209078293,-3.687904197,-8.44710665,-3.936974199,-9.075943066,-0.466476223,-10.80965061,-2.604179271
1.424624625,-8.973445863,-0.252040604,-8.529963015,-0.935204247,-8.228265233,-3.450276179,-8.363238633,-4.078162613,-8.905713142,-0.582766281,-10.48021594,-2.524321538
1.425225225,-9.145386137,-0.340101036,-8.642042662,-0.823443095,-8.263480617,-3.235207074,-8.295965554,-4.231928976,-8.755419443,-0.712508444,-10.17665086,-2.446714079
1.425825826,-9.334288547,-0.438921962,-8.771791581,-0.715656795,-8.315440959,-3.042401075,-8.243908155,-4.396157797,-8.623727588,-0.854374624,-9.898748594,-2.367652743
1.426426426,-9.539989523,-0.552014678,-8.920272567,-0.615440056,-8.38364359,-2.872233373,-8.207566211,-4.571500281,-8.509754051,-1.005672309,-9.644246732,-2.286977902
1.427027027,-9.761517394,-0.680978521,-9.086580994,-0.520001645,-8.468697108,-2.724260251,-8.186809079,-4.760959627,-8.412790428,-1.163981591,-9.412940117,-2.203189189
1.427627628,-9.997292618,-0.823365647,-9.270272689,-0.432685593,-8.572689909,-2.594515605,-8.180794754,-4.969263603,-8.332311062,-1.324951133,-9.203676463,-2.116119772
1.428228228,-10.24422365,-0.980708727,-9.47216675,-0.354314309,-8.69337409,-2.474969602,-8.189865531,-5.197305408,-8.267940668,-1.487451061,-9.016858489,-2.025645663
1.428828829,-10.67954201,-1.188137365,-9.830894967,-0.281841054,-8.930939745,-2.404452094,-8.275137539,-5.559776183,-8.264520065,-1.660451269,-8.886740662,-1.998617564
1.429429429,-10.79805416,-1.345662,-9.957072717,-0.207246931,-9.013923296,-2.262201639,-8.262487755,-5.704541186,-8.182638612,-1.791706649,-8.690777796,-1.85843466
1.43003003,-11.05413532,-1.527493456,-10.20317812,-0.153182375,-9.191077705,-2.170366769,-8.320977754,-5.991273648,-8.165839854,-1.953616264,-8.563883096,-1.755518276
1.430630631,-11.30207914,-1.713773158,-10.45734595,-0.112601511,-9.385910006,-2.085094867,-8.396909031,-6.284076031,-8.163680775,-2.116039496,-8.453945254,-1.649226989
1.431231231,-11.53370615,-1.90158163,-10.7158535,-0.086546972,-9.59721127,-2.008199388,-8.488920593,-6.575233213,-8.176864212,-2.278021104,-8.36195081,-1.539263672
1.431831832,-11.74098613,-2.091993216,-10.9745838,-0.078063131,-9.824152567,-1.935038221,-8.599399505,-6.858892906,-8.206184093,-2.437874196,-8.285872778,-1.426344515
1.432432432,-11.91668516,-2.288556609,-11.22597753,-0.087168276,-10.0637228,-1.860497394,-8.725584825,-7.126329899,-8.249366023,-2.593438372,-8.226108565,-1.309709124
1.433033033,-12.05436644,-2.485576037,-11.46411412,-0.11001769,-10.31346952,-1.781762004,-8.87056493,-7.371141772,-8.309876174,-2.741183666,-8.181789971,-1.191035019
1.433633634,-12.14412534,-2.677086565,-11.68201464,-0.144627114,-10.56908886,-1.699574745,-9.033206945,-7.584371669,-8.385326396,-2.87957489,-8.152301579,-1.071119685
1.434234234,-12.18430134,-2.862049742,-11.86954121,-0.196102251,-10.82821516,-1.611362799,-9.212857826,-7.754779918,-8.478103656,-3.011117858,-8.137806189,-0.951051827
1.434834835,-12.16917764,-3.039171558,-12.01919208,-0.26519885,-11.08499598,-1.51943939,-9.410170696,-7.868656612,-8.58684942,-3.136388161,-8.138030025,-0.833881625
1.435435435,-12.10432904,-3.20502556,-12.12454854,-0.348453904,-11.33125508,-1.429141416,-9.622255883,-7.913241224,-8.713476191,-3.258156806,-8.153036187,-0.720945549
1.436036036,-11.98992409,-3.36526369,-12.18138285,-0.451590206,-11.56076661,-1.339239891,-9.848948738,-7.879190708,-8.856722176,-3.379083065,-8.182799537,-0.614732614
1.436636637,-11.83055777,-3.522262524,-12.18416712,-0.573462993,-11.76663905,-1.24641096,-10.08814532,-7.766834497,-9.017644852,-3.499364097,-8.227385538,-0.516947634
1.437237237,-11.63545248,-3.670087781,-12.13384252,-0.706989727,-11.93856853,-1.15042021,-10.33822862,-7.587933475,-9.194904772,-3.618566651,-8.287744144,-0.428445674
1.437837838,-11.37417326,-3.824110191,-12.01506555,-0.861303807,-12.08566718,-1.048487578,-10.62595875,-7.369314656,-9.411486996,-3.723163836,-8.369463422,-0.370524861
1.438438438,-11.12500849,-3.955140036,-11.86235498,-1.016350766,-12.16234283,-0.94668404,-10.88298109,-7.102912066,-9.622806418,-3.840589282,-8.461955651,-0.297297582
1.439039039,-10.86014152,-4.073358261,-11.67055626,-1.180423094,-12.18784819,-0.844072935,-11.13656805,-6.806415182,-9.848931221,-3.955478187,-8.570211257,-0.235275541
1.43963964,-10.5910025,-4.186365542,-11.44736643,-1.352600758,-12.15964111,-0.744340618,-11.37869562,-6.48592236,-10.08756701,-4.070622639,-8.695096821,-0.184168451
1.44024024,-10.31829329,-4.301094652,-11.20229711,-1.534613414,-12.07901369,-0.649039872,-11.60223177,-6.147099134,-10.33403852,-4.188449454,-8.836439694,-0.143720622
1.440840841,-10.04955246,-4.41956456,-10.94108613,-1.727847315,-11.94910384,-0.559668534,-11.79978071,-5.798573131,-10.58874971,-4.314274562,-8.993867944,-0.113761708
1.441441441,-9.786684111,-4.544898327,-10.67150893,-1.925216283,-11.77783883,-0.477813023,-11.96258482,-5.449455895,-10.84522192,-4.45102583,-9.167629767,-0.094032275
1.442042042,-9.533241766,-4.681038518,-10.39823884,-2.120532297,-11.57091569,-0.401123331,-12.082126,-5.105946933,-11.09730011,-4.603446359,-9.357580676,-0.084670857
1.442642643,-9.292061724,-4.821166507,-10.12673531,-2.315489766,-11.33586034,-0.327663055,-12.15337672,-4.775268138,-11.34016244,-4.769755981,-9.563060284,-0.085860912
1.443243243,-9.064549426,-4.965676695,-9.860828381,-2.506855575,-11.08224574,-0.260454696,-12.17294441,-4.461359814,-11.56390443,-4.95002712,-9.782246425,-0.098355969
1.443843844,-8.852199281,-5.120281963,-9.603521724,-2.690309406,-10.81516801,-0.203842037,-12.13884347,-4.168944355,-11.76359922,-5.141718513,-10.01424464,-0.122899656
1.444444444,-8.656558757,-5.286249521,-9.357420324,-2.872015869,-10.54146301,-0.158524697,-12.05254872,-3.894315474,-11.9300386,-5.342670508,-10.2565913,-0.160603007
1.445045045,-8.478448897,-5.465758684,-9.124097266,-3.055427275,-10.26848448,-0.125634753,-11.91803809,-3.636196525,-12.05444307,-5.554747795,-10.50541162,-0.212166081
1.445645646,-8.317999624,-5.661435893,-8.907049215,-3.23221103,-9.998086766,-0.108448311,-11.7423241,-3.392346381,-12.13247476,-5.77908215,-10.75809927,-0.278188449
1.446246246,-8.156978059,-5.887136187,-8.676633786,-3.410905608,-9.699080312,-0.106592675,-11.50406592,-3.176798549,-12.15733646,-5.983004838,-11.02881265,-0.333912321
1.446846847,-8.038132557,-6.090090648,-8.494564415,-3.567212738,-9.447390376,-0.11722214,-11.26461448,-2.966981094,-12.12462508,-6.229086933,-11.27004974,-0.421976278
1.447447447,-7.938419083,-6.287177133,-8.330745823,-3.712317529,-9.208699163,-0.139767036,-11.00537231,-2.777346418,-12.03768939,-6.484666733,-11.49685005,-0.524234728
1.448048048,-7.858786481,-6.470087361,-8.185797037,-3.84367444,-8.984045886,-0.17695281,-10.73624161,-2.609279877,-11.90447334,-6.742492364,-11.69973711,-0.640963142
1.448648649,-7.799155746,-6.631911816,-8.059397433,-3.967314743,-8.774848,-0.229353551,-10.46203356,-2.461931309,-11.72892834,-6.992080296,-11.87151825,-0.77025259
1.449249249,-7.760131087,-6.769943568,-7.952547464,-4.091947664,-8.58273113,-0.297637335,-10.18873052,-2.332731811,-11.51910377,-7.218299022,-12.00523442,-0.911942114
1.44984985,-7.741107884,-6.879892058,-7.86604227,-4.214730097,-8.40795823,-0.384397117,-9.92026571,-2.218366052,-11.2812032,-7.408998101,-12.09243059,-1.063832017
1.45045045,-7.7439528,-6.946729117,-7.789466577,-4.349322858,-8.227126589,-0.509563102,-9.6161054,-2.100919063,-10.98122647,-7.572185369,-12.1300602,-1.252374591
1.451051051,-7.767128131,-6.944115035,-7.745529916,-4.464167872,-8.092349209,-0.632860593,-9.36743024,-2.008951489,-10.71211321,-7.65277132,-12.10564901,-1.422275483
1.451651652,-7.808692643,-6.883834357,-7.722071536,-4.578562609,-7.976509863,-0.768237239,-9.132018467,-1.924132296,-10.43867248,-7.675695307,-12.02861434,-1.597903172
1.452252252,-7.867784264,-6.757080518,-7.717701707,-4.689572402,-7.88062512,-0.9147355,-8.91169326,-1.848272156,-10.1649292,-7.638438307,-11.90236844,-1.777222714
1.452852853,-7.943405551,-6.58265123,-7.733253619,-4.808006081,-7.803296341,-1.070525701,-8.707016067,-1.780800692,-9.896316261,-7.541127938,-11.73277688,-1.960094377
1.453453453,-8.033341354,-6.370983911,-7.767903762,-4.943771265,-7.74679715,-1.236083213,-8.518812904,-1.719836696,-9.636143184,-7.383596147,-11.52708927,-2.144418426
1.454054054,-8.135253006,-6.121679547,-7.819339535,-5.09100155,-7.709804479,-1.412319212,-8.347941913,-1.663361873,-9.385834373,-7.171061111,-11.29354004,-2.3295558
1.454654655,-8.377443085,-5.9725186,-7.99343742,-5.39854259,-7.771101207,-1.633562224,-8.261581433,-1.643572209,-9.232751438,-7.15248503,-11.20246747,-2.512756989
1.455255255,-8.385917301,-5.514248927,-7.987071391,-5.430168633,-7.695845858,-1.799462743,-8.046132333,-1.551971257,-8.903605188,-6.654378897,-10.75196934,-2.643541067
1.455855856,-8.508003242,-5.190058476,-8.08743415,-5.605967383,-7.719983802,-1.998207918,-7.93341915,-1.489803616,-8.697996196,-6.333119925,-10.47892451,-2.818645122
1.456456456,-8.628250339,-4.859828967,-8.197219962,-5.77933841,-7.76191987,-2.197363911,-7.839557997,-1.422408256,-8.510465641,-5.997673023,-10.2046616,-2.988757763
1.457057057,-8.742187506,-4.534008214,-8.316019841,-5.954797932,-7.821172925,-2.393822676,-7.764602458,-1.349381637,-8.338776546,-5.6592844,-9.935013869,-3.151999522
1.457657658,-8.844347082,-4.214150766,-8.438249041,-6.136922389,-7.896688025,-2.584285343,-7.708608952,-1.272975872,-8.186267151,-5.325982955,-9.67227227,-3.307712823
1.458258258,-8.930519283,-3.907654498,-8.561225695,-6.318753009,-7.987263709,-2.770974424,-7.672716359,-1.195680757,-8.050527878,-5.001151317,-9.420023996,-3.45537035
1.458858859,-8.995665764,-3.617139262,-8.680073915,-6.484514899,-8.090128686,-2.956478928,-7.655737936,-1.118316668,-7.933857818,-4.688337795,-9.18032411,-3.59403964
1.459459459,-9.036816315,-3.338813452,-8.789870283,-6.629640279,-8.203540893,-3.140184507,-7.657325297,-1.039544748,-7.835719824,-4.386012579,-8.954590629,-3.721755839
1.46006006,-9.04995445,-3.071030891,-8.885737066,-6.744099591,-8.323285575,-3.317017248,-7.677878075,-0.958039947,-7.756589904,-4.094841229,-8.744655387,-3.842719495
1.460660661,-9.034502043,-2.824441558,-8.963120238,-6.807221759,-8.446831901,-3.484225817,-7.716981477,-0.872857029,-7.69605829,-3.816815715,-8.550993705,-3.955046752
1.461261261,-8.989674064,-2.593579542,-9.018249224,-6.818391188,-8.570690994,-3.640523072,-7.772576034,-0.785847296,-7.654459026,-3.55235609,-8.37400925,-4.06062781
1.461861862,-8.917080275,-2.383822232,-9.04546172,-6.789479643,-8.688758016,-3.784309168,-7.844739035,-0.698858115,-7.631932426,-3.304941499,-8.215010993,-4.162374574
1.462462462,-8.820004405,-2.198282508,-9.045597862,-6.712921417,-8.798127866,-3.916147484,-7.931359281,-0.614987059,-7.627567851,-3.076833987,-8.072746196,-4.262735641
